shipment_id,customer_id,driver_id,vehicle_id,route_origin_city,route_origin_country,route_dest_city,route_dest_country,distance_km,region,route_type,scheduled_pickup,actual_pickup,scheduled_delivery,actual_delivery,planned_duration_hrs,actual_duration_hrs,delay_minutes,is_delayed,status,weight_kg,cost_usd,fuel_consumed_liters,weather_condition,temperature_celsius,wind_speed_kmh
4139,25,31,19,Paris,France,Madrid,Spain,1270,Europe,Road,2024-05-28T07:00:00,2024-05-28T07:15:00,2024-05-29T00:59:24,2024-05-29T00:59:24,17.74,17.74,0,False,on_time,7296.05,2100.28,318.79,Clear,20.7,18.1
4140,4,31,17,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-03-23T07:45:00,2024-03-23T07:53:00,2024-03-23T17:41:36,2024-03-23T17:41:36,9.81,9.81,0,False,on_time,462.95,836.67,176.77,Heavy Rain,7.7,44.6
4141,46,34,3,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-01-29T18:00:00,2023-01-29T18:01:00,2023-01-30T21:49:36,2023-01-30T23:20:48,27.81,29.33,91,True,delayed,3245.7,2987.86,660.66,Rain,9.4,66.8
4142,75,49,30,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-01-09T07:00:00,2023-01-09T07:20:00,2023-01-09T15:09:12,2023-01-09T15:09:12,7.82,7.82,0,False,on_time,2220.33,707.93,223.41,Clear,26.2,59.5
4143,65,30,5,London,UK,Berlin,Germany,930,Europe,Road,2024-04-22T18:45:00,2024-04-22T18:52:00,2024-04-23T05:25:00,2024-04-23T05:25:00,10.55,10.55,0,False,on_time,10394.57,1744.54,365.1,Cloudy,14.8,10.7
4144,37,10,7,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-08-10T07:30:00,2024-08-10T07:36:00,2024-08-10T13:40:48,2024-08-10T13:40:48,6.08,6.08,0,False,on_time,873.37,622.92,158.6,Cloudy,21.4,28.2
4145,8,38,21,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-10-06T15:00:00,2024-10-06T15:03:00,2024-10-08T01:57:36,2024-10-08T01:57:36,34.91,34.91,0,False,on_time,9647.34,4490.51,819.23,Fog,2.1,43.3
4146,3,35,22,Paris,France,Madrid,Spain,1270,Europe,Road,2024-06-18T08:45:00,2024-06-18T09:02:00,2024-06-19T03:03:48,2024-06-19T04:33:48,18.03,19.53,90,True,delayed,10151.21,2413.47,389.62,Clear,32.7,15.2
4147,12,45,19,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-09-23T15:00:00,2024-09-23T15:18:00,2024-09-24T07:22:12,2024-09-24T07:22:12,16.07,16.07,0,False,on_time,14036.56,2164.68,456.22,Cloudy,23.0,55.6
4148,55,40,28,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-03-10T17:45:00,2024-03-10T17:54:00,2024-03-11T01:24:00,2024-03-11T01:24:00,7.5,7.5,0,False,on_time,833.67,443.79,162.01,Rain,15.2,38.2
4149,55,21,5,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-04-20T13:45:00,2024-04-20T14:05:00,2024-04-21T10:05:36,2024-04-21T10:05:36,20.01,20.01,0,False,on_time,8179.43,2434.85,475.84,Cloudy,10.5,66.1
4150,42,11,24,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-11-02T17:15:00,2024-11-02T17:33:00,2024-11-02T23:54:00,2024-11-03T00:52:12,6.35,7.32,58,True,delayed,3887.77,947.82,154.96,Clear,16.9,54.8
4151,8,36,16,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-07-29T14:45:00,2024-07-29T14:52:00,2024-07-30T13:43:00,2024-07-30T15:10:00,22.85,24.3,87,True,delayed,2639.67,2336.67,754.47,Cloudy,13.9,35.2
4152,85,30,6,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-04-15T09:15:00,2024-04-15T09:35:00,2024-04-16T09:36:48,2024-04-16T09:36:48,24.03,24.03,0,False,on_time,5354.76,2841.93,524.58,Clear,26.7,64.9
4153,45,24,7,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-01-16T08:15:00,2023-01-16T08:25:00,2023-01-16T15:14:48,2023-01-16T15:14:48,6.83,6.83,0,False,on_time,3151.1,683.15,172.24,Cloudy,19.3,21.3
4154,38,34,22,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-08-09T13:00:00,2023-08-09T13:02:00,2023-08-09T20:16:24,2023-08-09T20:16:24,7.24,7.24,0,False,on_time,13292.31,986.88,194.8,Cloudy,10.2,14.6
4155,75,1,10,London,UK,Berlin,Germany,930,Europe,Road,2023-10-16T09:30:00,2023-10-16T09:39:00,2023-10-16T23:10:12,2023-10-17T00:42:00,13.52,15.05,92,True,delayed,678.25,737.17,321.52,Clear,34.4,26.4
4156,69,37,27,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-04-25T17:45:00,2023-04-25T18:01:00,2023-04-26T07:56:12,2023-04-26T09:44:12,13.92,15.72,108,True,delayed,2521.18,1470.73,352.56,Cloudy,13.8,36.7
4157,48,48,21,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-09-14T07:45:00,2023-09-14T07:57:00,2023-09-15T11:13:12,2023-09-15T11:13:12,27.27,27.27,0,False,on_time,15385.67,4042.22,603.9,Snow,-2.7,17.3
4158,48,34,8,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-12-31T09:15:00,2024-12-31T09:27:00,2024-12-31T17:24:36,2024-12-31T17:24:36,7.96,7.96,0,False,on_time,427.22,496.33,239.05,Clear,27.4,43.3
4159,29,33,3,London,UK,Berlin,Germany,930,Europe,Road,2023-01-08T10:30:00,2023-01-08T10:49:00,2023-01-08T22:13:36,2023-01-08T22:13:36,11.41,11.41,0,False,on_time,658.45,1203.15,298.95,Cloudy,11.2,43.7
4160,70,5,16,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-11-15T06:15:00,2024-11-15T06:33:00,2024-11-15T16:22:12,2024-11-15T18:03:00,9.82,11.5,101,True,delayed,2652.01,696.17,163.35,Cloudy,23.8,33.9
4161,60,41,9,London,UK,Berlin,Germany,930,Europe,Road,2023-10-30T07:45:00,2023-10-30T07:47:00,2023-10-30T18:28:24,2023-10-30T18:28:24,10.69,10.69,0,False,on_time,1159.84,1190.86,280.69,Cloudy,14.5,11.4
4162,7,16,26,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2023-07-31T11:30:00,2023-07-31T11:39:00,2023-08-01T12:31:12,2023-08-01T12:31:12,24.87,24.87,0,False,on_time,727.07,1416.5,672.38,Fog,6.1,6.8
4163,35,4,18,Paris,France,Madrid,Spain,1270,Europe,Road,2023-08-27T14:45:00,2023-08-27T14:55:00,2023-08-28T06:30:24,2023-08-28T06:30:24,15.59,15.59,0,False,on_time,352.65,2261.52,373.61,Clear,19.2,18.5
4164,69,3,4,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-01-02T07:00:00,2023-01-02T07:14:00,2023-01-03T03:48:48,2023-01-03T07:00:48,20.58,23.78,192,True,delayed,130.35,1749.68,469.76,Heavy Rain,9.3,65.6
4165,79,37,2,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-10-02T07:15:00,2024-10-02T07:19:00,2024-10-02T17:19:36,2024-10-02T18:32:48,10.01,11.23,73,True,delayed,279.64,582.77,225.85,Cloudy,16.5,62.8
4166,16,6,17,London,UK,Berlin,Germany,930,Europe,Road,2023-11-20T09:30:00,2023-11-20T09:38:00,2023-11-20T20:15:48,2023-11-20T20:15:48,10.63,10.63,0,False,on_time,818.61,1082.78,338.09,Rain,18.0,25.8
4167,29,8,1,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-09-04T08:30:00,2024-09-04T08:36:00,2024-09-04T23:08:24,2024-09-05T00:03:36,14.54,15.46,55,True,delayed,2342.82,2051.69,295.98,Fog,5.0,54.2
4168,66,35,26,London,UK,Berlin,Germany,930,Europe,Road,2024-03-15T18:30:00,2024-03-15T18:38:00,2024-03-16T05:02:36,2024-03-16T10:26:36,10.41,15.81,324,True,failed,736.46,775.45,334.74,Heavy Rain,10.6,48.2
4169,15,24,26,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-01-07T06:00:00,2024-01-07T06:07:00,2024-01-08T03:36:24,2024-01-08T03:36:24,21.49,21.49,0,False,on_time,564.2,1616.42,526.33,Cloudy,13.7,76.3
4170,41,32,28,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-08-19T09:15:00,2024-08-19T09:30:00,2024-08-19T22:51:00,2024-08-19T22:51:00,13.35,13.35,0,False,on_time,681.78,850.03,456.96,Clear,32.3,50.6
4171,40,25,23,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-04-21T08:15:00,2023-04-21T08:22:00,2023-04-21T17:11:12,2023-04-21T19:39:24,8.82,11.29,148,True,delayed,3071.39,586.73,149.34,Snow,1.1,54.2
4172,1,1,16,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2023-04-29T12:45:00,2023-04-29T12:57:00,2023-04-30T13:58:48,2023-04-30T13:58:48,25.03,25.03,0,False,on_time,541.39,2415.73,608.93,Clear,24.8,65.7
4173,96,22,14,London,UK,Berlin,Germany,930,Europe,Road,2024-09-19T08:15:00,2024-09-19T08:25:00,2024-09-19T22:19:36,2024-09-19T22:19:36,13.91,13.91,0,False,on_time,9081.19,1589.93,261.73,Cloudy,13.1,72.9
4174,39,41,15,Paris,France,Madrid,Spain,1270,Europe,Road,2023-06-21T17:45:00,2023-06-21T17:56:00,2023-06-22T09:30:12,2023-06-22T09:30:12,15.57,15.57,0,False,on_time,2758.74,1564.75,464.46,Clear,29.4,79.8
4175,16,40,10,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-04-17T10:45:00,2023-04-17T11:02:00,2023-04-18T17:03:12,2023-04-18T18:27:12,30.02,31.42,84,True,delayed,166.65,1983.82,793.77,Cloudy,11.2,53.8
4176,20,29,13,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-07-14T08:00:00,2024-07-14T08:19:00,2024-07-14T15:40:36,2024-07-14T15:40:36,7.36,7.36,0,False,on_time,354.84,399.57,166.79,Clear,27.9,53.3
4177,15,2,14,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-05-25T17:15:00,2023-05-25T17:23:00,2023-05-26T03:36:12,2023-05-26T05:46:24,10.22,12.39,130,True,delayed,2587.0,1207.55,216.21,Heavy Rain,13.7,59.4
4178,23,21,23,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-03-22T08:30:00,2023-03-22T08:34:00,2023-03-23T01:35:48,2023-03-23T01:35:48,17.03,17.03,0,False,on_time,3771.64,1456.69,449.89,Cloudy,18.1,40.8
4179,40,5,21,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-09-22T13:30:00,2023-09-22T13:39:00,2023-09-22T21:33:36,2023-09-22T21:33:36,7.91,7.91,0,False,on_time,3467.77,1098.74,160.34,Clear,24.2,27.5
4180,34,20,3,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-11-26T08:30:00,2023-11-26T08:50:00,2023-11-27T20:55:24,2023-11-27T20:55:24,36.09,36.09,0,False,on_time,541.52,2764.17,696.7,Clear,25.8,22.4
4181,66,16,18,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-08-24T11:30:00,2024-08-24T11:50:00,2024-08-25T04:50:36,2024-08-25T04:50:36,17.01,17.01,0,False,on_time,11113.86,2654.95,443.6,Clear,31.2,42.1
4182,31,6,6,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-11-26T16:45:00,2023-11-26T16:50:00,2023-11-27T01:32:36,2023-11-27T01:32:36,8.71,8.71,0,False,on_time,5578.38,994.68,140.73,Rain,13.1,18.0
4183,52,35,28,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-11-06T13:45:00,2024-11-06T14:02:00,2024-11-07T16:48:12,2024-11-07T17:54:12,26.77,27.87,66,True,delayed,833.42,1791.37,786.48,Clear,26.7,14.7
4184,80,32,21,London,UK,Berlin,Germany,930,Europe,Road,2024-06-15T18:15:00,2024-06-15T18:32:00,2024-06-16T09:59:36,2024-06-16T09:59:36,15.46,15.46,0,False,on_time,2174.02,1523.79,369.4,Clear,32.1,43.2
4185,83,32,5,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-10-18T14:00:00,2024-10-18T14:05:00,2024-10-19T20:55:24,2024-10-19T20:55:24,30.84,30.84,0,False,on_time,2792.84,3919.11,897.79,Rain,12.3,52.0
4186,3,33,25,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-08-30T10:15:00,2024-08-30T10:30:00,2024-08-31T22:56:24,2024-08-31T23:59:24,36.44,37.49,63,True,delayed,410.41,1809.25,862.71,Cloudy,17.3,63.4
4187,2,37,29,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-08-17T06:15:00,2024-08-17T06:20:00,2024-08-18T10:07:24,2024-08-18T12:03:12,27.79,29.72,116,True,delayed,2729.59,3541.87,750.14,Cloudy,12.0,32.1
4188,41,48,15,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-08-07T14:15:00,2024-08-07T14:23:00,2024-08-08T00:06:12,2024-08-08T00:06:12,9.72,9.72,0,False,on_time,3652.43,761.95,250.57,Cloudy,13.5,68.1
4189,34,9,16,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-01-05T16:45:00,2023-01-05T17:00:00,2023-01-06T00:08:24,2023-01-06T01:07:12,7.14,8.12,59,True,delayed,3151.45,585.64,140.91,Clear,21.9,72.2
4190,42,26,14,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-10-28T12:00:00,2023-10-28T12:17:00,2023-10-28T19:20:00,2023-10-28T19:20:00,7.05,7.05,0,False,on_time,12776.77,929.04,178.28,Clear,34.1,8.7
4191,60,27,28,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-01-02T07:15:00,2024-01-02T07:28:00,2024-01-03T06:40:36,2024-01-03T06:40:36,23.21,23.21,0,False,on_time,825.26,1302.22,377.31,Clear,26.5,51.7
4192,74,4,22,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-10-24T15:30:00,2023-10-24T15:33:00,2023-10-24T23:19:12,2023-10-25T04:05:24,7.77,12.54,286,True,failed,5987.4,1244.25,176.37,Snow,-5.1,67.5
4193,11,10,17,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-09-12T13:15:00,2023-09-12T13:15:00,2023-09-12T19:48:00,2023-09-12T19:48:00,6.55,6.55,0,False,on_time,3005.05,590.97,180.37,Rain,13.1,25.9
4194,6,20,3,Paris,France,Madrid,Spain,1270,Europe,Road,2023-08-23T17:15:00,2023-08-23T17:29:00,2023-08-24T07:39:48,2023-08-24T07:39:48,14.18,14.18,0,False,on_time,2124.11,1572.88,437.27,Clear,16.5,28.4
4195,15,1,13,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-08-03T17:30:00,2024-08-03T17:49:00,2024-08-04T17:53:12,2024-08-04T17:53:12,24.07,24.07,0,False,on_time,523.82,1489.66,622.88,Rain,17.5,27.7
4196,73,24,8,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-04-23T07:00:00,2024-04-23T07:01:00,2024-04-23T15:17:12,2024-04-23T15:17:12,8.27,8.27,0,False,on_time,256.64,510.13,210.96,Clear,19.5,31.2
4197,78,22,22,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-04-26T08:15:00,2024-04-26T08:35:00,2024-04-27T12:58:24,2024-04-27T12:58:24,28.39,28.39,0,False,on_time,1428.37,3349.31,761.08,Clear,33.6,53.4
4198,46,26,2,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-04-23T16:30:00,2023-04-23T16:31:00,2023-04-24T06:53:12,2023-04-24T06:53:12,14.37,14.37,0,False,on_time,364.57,839.83,339.92,Cloudy,22.9,79.9
4199,27,45,26,London,UK,Berlin,Germany,930,Europe,Road,2024-12-14T14:30:00,2024-12-14T14:33:00,2024-12-15T02:25:12,2024-12-15T02:25:12,11.87,11.87,0,False,on_time,616.31,777.51,286.4,Heavy Rain,11.7,30.2
4200,30,47,14,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-02-08T16:45:00,2024-02-08T16:53:00,2024-02-09T02:14:00,2024-02-09T02:14:00,9.35,9.35,0,False,on_time,3614.98,1154.97,215.96,Clear,20.3,79.3
4201,65,1,26,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-08-03T14:00:00,2024-08-03T14:00:00,2024-08-04T17:40:48,2024-08-04T17:40:48,27.68,27.68,0,False,on_time,864.21,1823.24,659.27,Rain,11.3,25.4
4202,84,11,2,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2023-09-29T15:30:00,2023-09-29T15:50:00,2023-09-30T22:45:48,2023-09-30T22:45:48,30.93,30.93,0,False,on_time,600.01,1426.81,650.2,Clear,25.0,54.8
4203,7,30,1,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-04-05T15:00:00,2024-04-05T15:12:00,2024-04-06T12:22:12,2024-04-06T12:22:12,21.17,21.17,0,False,on_time,9221.01,2898.17,381.62,Clear,27.8,21.0
4204,9,15,1,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-09-20T14:15:00,2023-09-20T14:34:00,2023-09-21T15:02:48,2023-09-21T15:02:48,24.48,24.48,0,False,on_time,4370.09,2695.15,508.45,Cloudy,11.0,76.7
4205,75,43,4,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-02-15T15:00:00,2024-02-15T15:06:00,2024-02-16T05:49:48,2024-02-16T05:49:48,14.73,14.73,0,False,on_time,3865.08,1515.74,320.39,Cloudy,16.0,49.2
4206,64,18,4,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-01-30T10:00:00,2024-01-30T10:07:00,2024-01-31T09:24:24,2024-01-31T09:24:24,23.29,23.29,0,False,on_time,2939.05,2291.43,483.34,Clear,26.3,48.1
4207,55,12,14,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-03-16T10:00:00,2024-03-16T10:03:00,2024-03-17T17:51:00,2024-03-17T20:15:00,31.8,34.2,144,True,delayed,967.29,3978.34,824.58,Rain,12.4,6.3
4208,29,4,4,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-01-27T14:45:00,2023-01-27T14:54:00,2023-01-28T12:13:48,2023-01-28T12:13:48,21.33,21.33,0,False,on_time,2414.84,1735.74,452.37,Cloudy,18.0,49.5
4209,25,38,27,London,UK,Berlin,Germany,930,Europe,Road,2024-03-21T12:30:00,2024-03-21T12:37:00,2024-03-22T02:21:24,2024-03-22T02:21:24,13.74,13.74,0,False,on_time,1051.26,1107.57,303.65,Cloudy,21.9,62.7
4210,57,23,17,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-06-10T17:00:00,2024-06-10T17:20:00,2024-06-11T12:26:00,2024-06-11T12:26:00,19.1,19.1,0,False,on_time,2952.71,1483.0,458.84,Cloudy,20.6,55.4
4211,100,29,18,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-09-04T13:00:00,2024-09-04T13:20:00,2024-09-05T13:48:48,2024-09-05T15:20:36,24.48,26.01,92,True,delayed,12369.52,3210.44,696.32,Clear,17.6,77.4
4212,7,41,15,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-06-27T14:00:00,2024-06-27T14:19:00,2024-06-28T21:10:36,2024-06-28T21:10:36,30.86,30.86,0,False,on_time,2573.34,2161.02,609.84,Clear,23.4,71.2
4213,100,12,19,London,UK,Berlin,Germany,930,Europe,Road,2024-04-05T14:30:00,2024-04-05T14:44:00,2024-04-06T04:08:36,2024-04-06T04:08:36,13.41,13.41,0,False,on_time,7020.56,1740.93,367.99,Cloudy,10.9,70.2
4214,13,36,2,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2023-12-20T15:45:00,2023-12-20T15:50:00,2023-12-21T14:09:12,2023-12-21T15:02:00,22.32,23.2,53,True,delayed,333.75,1481.7,583.84,Rain,11.6,78.9
4215,42,27,27,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-12-28T07:45:00,2023-12-28T08:04:00,2023-12-28T18:24:24,2023-12-28T18:24:24,10.34,10.34,0,False,on_time,119.83,821.0,254.69,Rain,15.9,24.8
4216,66,25,6,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-12-09T10:30:00,2023-12-09T10:35:00,2023-12-09T19:48:48,2023-12-09T19:48:48,9.23,9.23,0,False,on_time,10414.06,1249.6,173.89,Fog,3.1,31.2
4217,95,15,26,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-09-21T13:15:00,2024-09-21T13:16:00,2024-09-21T19:35:12,2024-09-21T19:35:12,6.32,6.32,0,False,on_time,465.22,415.83,191.57,Fog,6.9,57.6
4218,27,3,30,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-07-06T06:15:00,2023-07-06T06:25:00,2023-07-06T14:49:00,2023-07-06T14:49:00,8.4,8.4,0,False,on_time,1878.45,647.92,133.22,Cloudy,23.8,31.0
4219,68,41,13,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-05-15T10:30:00,2023-05-15T10:44:00,2023-05-15T17:08:36,2023-05-15T17:08:36,6.41,6.41,0,False,on_time,393.83,418.54,158.52,Clear,28.5,51.8
4220,26,46,7,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-04-16T15:15:00,2023-04-16T15:28:00,2023-04-16T21:22:36,2023-04-16T21:22:36,5.91,5.91,0,False,on_time,1706.36,598.64,204.67,Clear,27.9,31.9
4221,77,19,10,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-04-17T16:45:00,2024-04-17T16:55:00,2024-04-18T10:33:24,2024-04-18T10:33:24,17.64,17.64,0,False,on_time,405.27,982.17,322.69,Clear,30.9,37.6
4222,31,29,15,Paris,France,Madrid,Spain,1270,Europe,Road,2023-09-24T08:45:00,2023-09-24T08:47:00,2023-09-24T23:17:00,2023-09-24T23:17:00,14.5,14.5,0,False,on_time,2655.75,1672.6,477.84,Clear,17.6,20.2
4223,27,12,13,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2023-02-28T06:15:00,2023-02-28T06:22:00,2023-03-01T10:02:48,2023-03-01T10:02:48,27.68,27.68,0,False,on_time,76.9,1645.91,734.17,Cloudy,16.0,60.1
4224,93,49,4,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-04-07T14:30:00,2023-04-07T14:40:00,2023-04-09T02:41:48,2023-04-09T03:31:00,36.03,36.85,49,True,delayed,1697.85,2993.51,679.17,Rain,18.2,18.3
4225,88,15,12,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-12-14T09:00:00,2023-12-14T09:07:00,2023-12-14T15:28:36,2023-12-14T18:29:48,6.36,9.38,181,True,delayed,1525.25,643.98,141.31,Heavy Rain,6.5,57.8
4226,49,5,18,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-01-08T14:45:00,2024-01-08T14:51:00,2024-01-08T22:36:00,2024-01-08T22:36:00,7.75,7.75,0,False,on_time,10353.88,1085.01,164.53,Cloudy,24.9,17.1
4227,18,23,19,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-07-19T17:00:00,2024-07-19T17:02:00,2024-07-20T08:34:24,2024-07-20T09:43:24,15.54,16.69,69,True,delayed,13387.37,2203.99,439.1,Rain,12.0,41.7
4228,54,1,23,London,UK,Berlin,Germany,930,Europe,Road,2024-01-12T07:15:00,2024-01-12T07:21:00,2024-01-12T22:04:48,2024-01-12T22:04:48,14.73,14.73,0,False,on_time,1207.17,1195.21,243.37,Heavy Rain,10.8,10.4
4229,46,11,2,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-12-15T17:30:00,2024-12-15T17:43:00,2024-12-16T00:26:12,2024-12-16T00:26:12,6.72,6.72,0,False,on_time,667.5,460.29,192.54,Clear,22.5,30.8
4230,85,11,14,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-04-16T07:45:00,2023-04-16T07:54:00,2023-04-17T01:57:36,2023-04-17T02:56:24,18.06,19.04,59,True,delayed,15637.56,2148.65,370.22,Cloudy,14.0,52.4
4231,35,37,18,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-12-19T18:15:00,2023-12-19T18:20:00,2023-12-20T04:35:36,2023-12-20T05:21:48,10.26,11.03,46,True,delayed,4691.38,1145.24,193.56,Clear,34.2,11.9
4232,23,37,28,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-08-11T16:15:00,2023-08-11T16:26:00,2023-08-12T06:26:36,2023-08-12T06:26:36,14.01,14.01,0,False,on_time,825.03,977.24,394.89,Clear,24.0,60.8
4233,18,30,29,London,UK,Berlin,Germany,930,Europe,Road,2023-11-21T08:15:00,2023-11-21T08:34:00,2023-11-21T21:15:24,2023-11-21T21:15:24,12.69,12.69,0,False,on_time,14781.17,1700.25,333.7,Clear,23.4,40.3
4234,96,12,24,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-10-11T17:00:00,2024-10-11T17:07:00,2024-10-11T23:35:48,2024-10-12T01:34:00,6.48,8.45,118,True,delayed,1257.88,873.44,181.2,Clear,17.3,76.7
4235,63,25,13,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-02-19T11:15:00,2023-02-19T11:25:00,2023-02-19T18:05:12,2023-02-19T19:49:00,6.67,8.4,104,True,delayed,567.04,457.79,175.02,Clear,23.0,31.0
4236,22,48,25,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-09-03T11:15:00,2024-09-03T11:19:00,2024-09-04T19:40:36,2024-09-04T19:40:36,32.36,32.36,0,False,on_time,343.08,1999.11,790.55,Clear,31.5,72.9
4237,58,24,27,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-12-15T18:15:00,2023-12-15T18:32:00,2023-12-16T04:18:48,2023-12-16T04:18:48,9.78,9.78,0,False,on_time,2181.19,833.85,207.2,Clear,34.9,49.9
4238,50,16,6,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-04-29T18:45:00,2024-04-29T18:56:00,2024-04-30T11:29:36,2024-04-30T11:29:36,16.56,16.56,0,False,on_time,15418.08,2258.36,383.09,Clear,17.0,36.8
4239,87,41,19,London,UK,Berlin,Germany,930,Europe,Road,2024-11-02T18:30:00,2024-11-02T18:44:00,2024-11-03T07:57:48,2024-11-03T07:57:48,13.23,13.23,0,False,on_time,4245.07,1742.1,367.89,Clear,32.3,76.2
4240,9,32,22,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-06-05T10:45:00,2024-06-05T11:02:00,2024-06-06T02:06:12,2024-06-06T02:06:12,15.07,15.07,0,False,on_time,2565.29,1930.63,398.4,Clear,20.3,25.3
4241,70,13,21,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-10-13T13:30:00,2023-10-13T13:42:00,2023-10-13T22:06:36,2023-10-13T22:06:36,8.41,8.41,0,False,on_time,12432.17,1219.06,230.58,Rain,11.6,29.6
4242,52,3,27,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-10-06T11:45:00,2024-10-06T11:47:00,2024-10-06T20:02:00,2024-10-06T20:02:00,8.25,8.25,0,False,on_time,1055.02,620.66,136.91,Clear,16.3,20.2
4243,64,23,28,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-08-28T14:15:00,2023-08-28T14:27:00,2023-08-28T23:11:24,2023-08-28T23:11:24,8.74,8.74,0,False,on_time,147.51,539.25,180.31,Clear,27.0,29.2
